Manufacturer,Model #,Form Factor,Wattage,0.1,0.2,0.5,1,Rating,Date Certified
Positivo Tecnologia S.A.,PI-A300B-S(01),ATX12V,300,-,0.8207,0.8535,0.8328,Bronze,09/03/2009
Lite-On Technology Corporation,PS-5221-9,CUSTOM,220,-,0.8384,0.8638,0.8421,Bronze,09/03/2009
AOpen,Z400-09PE8,Custom,400,-,0.8211,0.8389,0.8031,Standard,09/03/2009
AOpen,Z350-09PE8,Custom,350,-,0.8167,0.8386,0.8048,Standard,09/03/2009
"Sea Sonic Electronics Co., Ltd.",SS-300ET,ATX12V,300,-,0.8257,0.8565,0.8391,Bronze,09/03/2009
"Sea Sonic Electronics Co., Ltd.",SS-300ES,ATX12V,300,-,0.8207,0.8535,0.8328,Bronze,09/03/2009
Sparkle Power,SPI700ACIG,ATX12V & EPS12V,700,-,0.8829,0.9087,0.8872,Gold,06/03/2009
FSP Technology Inc.,FSP700-90TGN,ATX12V & EPS12V,700,-,0.8829,0.9087,0.8872,Gold,06/03/2009
iStarUSA Group,IS-880PD8,PS2,880,-,0.8169,0.848,0.8132,Standard,05/03/2009
FSP Technology Inc.,FSP450-60EP,ATX12V & EPS12V,450,-,0.8425,0.8653,0.8331,Bronze,04/03/2009
SilverStone Technology Inc.,SST-ST40NF,ATX12V,400,-,0.832,0.8578,0.846,Bronze,04/03/2009
PC Power and Cooling Inc.,SILENCER PPCS910,ATX12V,910,-,0.8584,0.8806,0.8568,Silver,27/02/2009
"Delta Electronics, Inc.",TPSN-130AB A,CUSTOM,130,-,0.8002,0.8379,0.8656,Standard,26/02/2009
Corsair,CMPSU-450HX,ATX12V,450,-,0.8413,0.8537,0.8251,Bronze,26/02/2009
Thermaltake,W0317 PP-700AH2NH,ATX12V,700,-,0.8629,0.8628,0.8109,Standard,25/02/2009
EVGA,650 B3,ATX12V & EPS12V,650,-,0.8417,0.8633,0.8403,Bronze,24/02/2009
SilverStone Technology Inc.,SST-ST40F,ATX12V,400,-,0.8245,0.8501,0.8262,Bronze,24/02/2009
SilverStone Technology Inc.,SST-ST35F,ATX12V,350,-,0.8112,0.8419,0.8157,Standard,24/02/2009
SilverStone Technology Inc.,SST-ST50F,ATX12V,500,-,0.8363,0.8515,0.8193,Standard,24/02/2009
Super Flower,SF-600K14HE,ATX12V & EPS12V,600,-,0.8408,0.8666,0.8463,Bronze,24/02/2009
Super Flower,SF-650R14HE,ATX12V & EPS12V,650,-,0.8417,0.8633,0.8403,Bronze,24/02/2009
Maxcube,BLITZ 1000,ATX12V & EPS12V,1000,-,0.8189,0.8497,0.8179,Standard,23/02/2009
Maxcube,BLITZ 0550,ATX12V & EPS12V,550,-,0.8294,0.86,0.8345,Bronze,23/02/2009
JSP-TECH (EZCool),JSP-1000P14A,ATX12V & EPS12V,1000,-,0.8837,0.9028,0.8815,Gold,19/02/2009
Enhance Electronics,EPS-0112F,EPS12V,1200,-,0.8703,0.8959,0.8702,Silver,19/02/2009
Enhance Electronics,ENP-7020,FLEX-ATX,200,-,0.8148,0.8607,0.8486,Standard,19/02/2009
Enhance Electronics,ENP-6685G,EPS12V,850,-,0.8327,0.8619,0.8224,Bronze,19/02/2009
Enhance Electronics,ENP-7025,FLEX-ATX,250,-,0.8355,0.8611,0.8356,Bronze,19/02/2009
Enhance Electronics,ENP-6770,EPS12V,700,-,0.8416,0.8569,0.8124,Standard,19/02/2009
Enhance Electronics,ENP-6610G,EPS12V,1000,-,0.8392,0.8637,0.8232,Bronze,19/02/2009
Channel Well Technology Co.,PUC1300V-S,ATX12V & EPS12V,1300,-,0.8855,0.8995,0.8662,Silver,19/02/2009
Channel Well Technology Co.,PUC1000V-S,ATX12V & EPS12V,1000,-,0.8837,0.9028,0.8815,Gold,19/02/2009
Channel Well Technology Co.,PUC1200V-S,ATX12V & EPS12V,1200,-,0.8905,0.8991,0.8702,Silver,19/02/2009
SAMA,EPS-600,EPS12V,600,-,0.8522,0.8597,0.8178,Standard,18/02/2009
FSP Technology Inc.,FSP500-60GLN(80),ATX12V,500,-,0.8219,0.8505,0.8225,Bronze,18/02/2009
Rackable Systems,AHF5DC456W,1U,456,-,0.8464,0.8965,0.8901,Bronze,18/02/2009
Sparkle Power,SPI500ACH8A,ATX12V,500,-,0.8219,0.8505,0.8225,Bronze,18/02/2009
Antec,EA-380 BRONZE,ATX12V,380,-,0.8217,0.8518,0.8283,Bronze,04/02/2009
Sparkle Power,SPI5002UC,EPS2U,500,-,0.8336,0.854,0.823,Bronze,04/02/2009
Good Vision,TT-GV/SF40014HE,ATX12V & EPS12V,400,-,0.8107,0.8464,0.8318,Standard,03/02/2009
Good Vision,TT-GV/SF50014HE,ATX12V & EPS12V,500,-,0.8161,0.8476,0.8269,Standard,03/02/2009
Good Vision,TT-GV/SF35014HE,ATX12V & EPS12V,350,-,0.8503,0.8537,0.8378,Bronze,02/02/2009
3Y Power Technology,YM-5601B,EPS2U,600,-,0.8399,0.8507,0.8055,Standard,30/01/2009
Zalman,ZM500-RS,ATX12V & EPS12V,500,-,0.8277,0.8552,0.8211,Bronze,30/01/2009
FSP Technology Inc.,FSP300-60PFG,ATX12V,300,-,0.825,0.8546,0.8273,Bronze,29/01/2009
FSP Technology Inc.,FSP550-70GHN(88),ATX12V,550,-,0.8696,0.8879,0.8678,Silver,29/01/2009
FSP Technology Inc.,FSP500-70GHN(88),ATX12V,500,-,0.8662,0.8893,0.8724,Silver,29/01/2009
FSP Technology Inc.,FSP460-70GHN(88),ATX12V,460,-,0.8638,0.8899,0.8793,Silver,29/01/2009
Sparkle Power,SPI500ACH5,ATX12V,500,-,0.8662,0.8893,0.8724,Silver,29/01/2009
Sparkle Power,SPI300A8BB,ATX12V,300,-,0.825,0.8546,0.8273,Bronze,29/01/2009
Sparkle Power,SPI460ACH5,ATX12V,460,-,0.8638,0.8899,0.8793,Silver,29/01/2009
Sparkle Power,SPI550ACH5,ATX12V,550,-,0.8696,0.8879,0.8678,Silver,29/01/2009
Seventeam,ST-650Z-AF,ATX12V,650,-,0.8452,0.8653,0.8278,Bronze,28/01/2009
Seventeam,ST-550Z-AF,ATX12V,550,-,0.8306,0.8613,0.8276,Bronze,28/01/2009
Akasa,AK-PSSA070FG,ATX12V & EPS12V,700,-,0.8564,0.8823,0.8583,Silver,27/01/2009
Akasa,AK-PSSA060FG,ATX12V & EPS12V,600,-,0.8524,0.8854,0.8712,Silver,27/01/2009
Enermax Technology Corporation,EG1100,EPS12V,1100,-,0.879,0.9124,0.8826,Gold,27/01/2009
Thermaltake,TR-500P TR2-500AH2NFB,ATX12V,500,-,0.8398,0.8673,0.8411,Bronze,26/01/2009
Thermaltake,TR-450P TR2-450AH2NFB,ATX12V,460,-,0.8403,0.8658,0.8478,Bronze,26/01/2009
Thermaltake,TR-380P TR2-380AH2NFB,ATX12V,400,-,0.8437,0.8622,0.8435,Bronze,26/01/2009
Amacrox,AX650-88GHN,ATX12V,650,-,0.868,0.8919,0.8731,Silver,26/01/2009
FSP Technology Inc.,BLUE STORM BRONZE 400,ATX12V & EPS12V,400,-,0.8437,0.8622,0.8435,Bronze,26/01/2009
FSP Technology Inc.,BLUE STORM BRONZE 500,ATX12V & EPS12V,500,-,0.8398,0.8673,0.8411,Bronze,26/01/2009
FSP Technology Inc.,BLUE STORM BRONZE 350,ATX12V & EPS12V,350,-,0.8308,0.8652,0.8507,Bronze,26/01/2009
OCZ Technology,OCZZ650,ATX12V & EPS12V,650,-,0.868,0.8919,0.8731,Silver,26/01/2009
OCZ Technology,OCZZ550,ATX12V & EPS12V,550,-,0.862,0.8891,0.8754,Silver,26/01/2009
FSP Technology Inc.,FSP500-60GHN(85),ATX12V,500,-,0.8398,0.8673,0.8411,Bronze,26/01/2009
FSP Technology Inc.,FSP400-60GHN(85),ATX12V,400,-,0.8437,0.8622,0.8435,Bronze,26/01/2009
FSP Technology Inc.,FSP460-60GHN(85),ATX12V,460,-,0.8403,0.8658,0.8478,Bronze,26/01/2009
FSP Technology Inc.,FSP350-60GHN(85),ATX12V,350,-,0.8308,0.8652,0.8507,Bronze,26/01/2009
Sparkle Power,SPI350ACHB,ATX12V,350,-,0.8308,0.8652,0.8507,Bronze,26/01/2009
Sparkle Power,SPI400ACHB,ATX12V,400,-,0.8437,0.8622,0.8435,Bronze,26/01/2009
FSP Technology Inc.,FSP750-80GLN(88),ATX12V & EPS12V,750,-,0.8691,0.8868,0.8623,Silver,26/01/2009
FSP Technology Inc.,FSP550-80GHN(88),ATX12V & EPS12V,550,-,0.862,0.8891,0.8754,Silver,26/01/2009
FSP Technology Inc.,FSP650-80GHN(88),ATX12V & EPS12V,650,-,0.868,0.8919,0.8731,Silver,26/01/2009
ON Semiconductor,ATX 255W 85+,ATX12V,255,-,0.858,0.8868,0.8688,Silver,26/01/2009
Sentey,GSP1200-HM,ATX12V,1200,-,0.8941,0.9084,0.8792,Gold,23/01/2009
Rosewill,PHOTON 1200,ATX12V,1200,-,0.8941,0.9084,0.8792,Gold,23/01/2009
SCYTHE,SPTR-1000P,ATX12V,1000,-,0.8823,0.9093,0.892,Gold,23/01/2009
SCYTHE,SPTR-1200P,ATX12V,1200,-,0.8941,0.9084,0.8792,Gold,23/01/2009
OCZ Technology,OCZ-FTY1000W,ATX12V,1000,-,0.8823,0.9093,0.892,Gold,23/01/2009
"Topower Co., Ltd",TOP-1200WG,ATX12V,1200,-,0.8941,0.9084,0.8792,Gold,23/01/2009
Novatech,POWER STATION (GOLD SERIES) 1000,ATX12V,1000,-,0.8823,0.9093,0.892,Gold,23/01/2009
Novatech,POWER STATION (GOLD SERIES) 1200,ATX12V,1200,-,0.8941,0.9084,0.8792,Gold,23/01/2009
Thortech Power,THUNDERBOLT PLUS TTBPK20G,ATX12V,1200,-,0.8941,0.9084,0.8792,Gold,23/01/2009
Thortech Power,THUNDERBOLT PLUS TTBPK00G,ATX12V,1000,-,0.8823,0.9093,0.892,Gold,23/01/2009
Ikonik,IP-IK00G-AAAA,ATX12V,1000,-,0.8823,0.9093,0.892,Gold,23/01/2009
Ikonik,IP-IK20G-AAAA,ATX12V,1200,-,0.8941,0.9084,0.8792,Gold,23/01/2009
Thortech Power,THUNDERBOLT TTBK00G,ATX12V,1000,-,0.8823,0.9093,0.892,Gold,23/01/2009
Thortech Power,THUNDERBOLT TTBK20G,ATX12V,1200,-,0.8941,0.9084,0.8792,Gold,23/01/2009
Xilence,XP1200.XQ,ATX12V,1200,-,0.8941,0.9084,0.8792,Gold,23/01/2009
Nesteq,ECS XS-1000,ATX12V,1000,-,0.8823,0.9093,0.892,Gold,23/01/2009
Rosewill,RGD1000(-M),ATX12V,1000,-,0.8823,0.9093,0.892,Gold,23/01/2009
OCZ Technology,OCZ-Z1000 (M),ATX12V,1000,-,0.8823,0.9093,0.892,Gold,23/01/2009
In Win,IP-P600CQ3-2,ATX12V,600,-,0.8322,0.8441,0.8092,Standard,23/01/2009
"High Power Electric Co., Ltd.",HP-1200-G14S(C)-GOLD,ATX12V,1200,-,0.8941,0.9084,0.8792,Gold,23/01/2009
"High Power Electric Co., Ltd.",HP-1000-G14S(C)-GOLD,ATX12V,1000,-,0.8823,0.9093,0.892,Gold,23/01/2009
Digitec AG,DIG-PSU-1000W-1.0,EPS12V,1000,-,0.8397,0.8665,0.8402,Bronze,22/01/2009
Kingwin,LZ-1000,ATX12V,1000,-,0.8397,0.8665,0.8402,Bronze,22/01/2009
NOX,NOX-900K14HE,ATX12V & EPS12V,900,-,0.8363,0.8665,0.8416,Bronze,22/01/2009
NOX,NOX-1000K14HE,ATX12V & EPS12V,1000,-,0.8397,0.8665,0.8402,Bronze,22/01/2009
NOX,NOX-800K14HE,ATX12V & EPS12V,800,-,0.8323,0.8655,0.8477,Bronze,22/01/2009
Super Flower,SF-800K14HE,EPS12V,800,-,0.8323,0.8655,0.8477,Bronze,22/01/2009
Super Flower,SF-900K14HE,EPS12V,900,-,0.8363,0.8665,0.8416,Bronze,22/01/2009
Super Flower,SF-1000K14HE,EPS12V,1000,-,0.8397,0.8665,0.8402,Bronze,22/01/2009
Corsair,CMPSU-850TX,ATX12V,850,-,0.8243,0.8505,0.8167,Standard,22/01/2009
"Delta Electronics, Inc.",DPS-300AB-43 C,ATX12V,300,-,0.8138,0.8441,0.8161,Standard,22/01/2009
"Delta Electronics, Inc.",DPS-300AB-47 A,ATX12V,300,-,0.8468,0.8676,0.8344,Bronze,22/01/2009
Skydigital,PS2-T300EF,TFX12V,300,-,0.8055,0.8412,0.8107,Standard,22/01/2009
ACPC - Athena Computer Power Corp.,P4ATX90-95FEPC,ATX12V & EPS12V,950,-,0.8166,0.8486,0.8124,Standard,20/01/2009
Aerocool,V12XT-1000,ATX12V,1000,-,0.861,0.8769,0.8401,Bronze,20/01/2009
Aerocool,V12XT-700,ATX12V,700,-,0.8603,0.8675,0.827,Bronze,20/01/2009
Aerocool,E85M-700,ATX12V,700,-,0.8645,0.8707,0.8308,Bronze,20/01/2009
Aerocool,E85-700,ATX12V,700,-,0.8595,0.8684,0.8283,Bronze,20/01/2009
ACPC - Athena Computer Power Corp.,MPS3ATX47-55EP,ATX12V & EPS12V,530,-,0.8187,0.843,0.8107,Standard,19/01/2009
ACPC - Athena Computer Power Corp.,MP4ATX47-55FEP,ATX12V & EPS12V,550,-,0.8142,0.8406,0.8035,Standard,19/01/2009
Antec,TPQ-1200,ATX12V,1200,-,0.8589,0.8844,0.8535,Silver,19/01/2009
Shuttle,PC63I0005,FLEX,500,-,0.852,0.8641,0.8398,Bronze,16/01/2009
"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",GW-5000 (85+),ATX12V,400,-,0.8333,0.8558,0.8239,Bronze,16/01/2009
"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",GW-4000 (85+),ATX12V,300,-,0.8295,0.8574,0.8335,Bronze,16/01/2009
"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",GW-EPS650P,EPS12V,600,-,0.8157,0.8472,0.8264,Standard,16/01/2009
"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",GW-4500 (85+),ATX12V,350,-,0.8302,0.8585,0.8363,Bronze,16/01/2009
"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",BTX-1250SD(A),EPS12V,1250,-,0.8481,0.8666,0.8268,Bronze,16/01/2009
Thermaltake,W0315RU TP XT-850AH3CCB,ATX12V,850,-,0.8398,0.8656,0.8341,Bronze,16/01/2009
Thermaltake,W0224 TP XT-850AH3NCB,ATX12V,850,-,0.8478,0.87,0.8415,Bronze,16/01/2009
Thermaltake,W0230 TP XT-850AH3CCB,ATX12V,850,-,0.8503,0.8719,0.8352,Bronze,16/01/2009
Enermax Technology Corporation,EGX950EWT,EPS12V,950,-,0.8295,0.8658,0.8368,Bronze,16/01/2009
Enermax Technology Corporation,EGX850EWT,EPS12V,850,-,0.8226,0.8705,0.8482,Bronze,16/01/2009
SilverStone Technology Inc.,SST-ST85EF,EPS12V,850,-,0.8439,0.8622,0.8218,Bronze,16/01/2009
"Sea Sonic Electronics Co., Ltd.",SS-750HT,ATX12V,750,-,0.861,0.8826,0.863,Silver,15/01/2009
"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",GW-3500 (85+),ATX12V,270,-,0.8256,0.8547,0.8351,Bronze,15/01/2009
"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",GW-2009 (85+),ATX12V,220,-,0.8202,0.8555,0.837,Bronze,15/01/2009
"Sea Sonic Electronics Co., Ltd.",M12D-750,ATX12V,750,-,0.861,0.8826,0.863,Silver,15/01/2009
FSP Technology Inc.,EVEREST 85PLUS 800,ATX12V,800,-,0.8518,0.8687,0.8389,Bronze,13/01/2009
FSP Technology Inc.,FSP800-80GCM(85),ATX12V,800,-,0.8518,0.8687,0.8389,Bronze,13/01/2009
Dell,R225M,CUSTOM,235,-,0.874,0.9003,0.8703,Gold,13/01/2009
Sparkle Power,SPM800ACHBB,ATX12V & EPS12V,800,-,0.8518,0.8687,0.8389,Bronze,13/01/2009
AcBel Polytech Inc.,PO8004,ATX12V,260,-,0.8006,0.8215,0.8101,Standard,12/01/2009
Thermaltake,TR-700P TR2-700AH2NFB,ATX12V & EPS12V,700,-,0.8435,0.8713,0.8476,Bronze,12/01/2009
Thermaltake,TR-800P TR2-800AH2NF,ATX12V,800,-,0.8521,0.8709,0.8405,Bronze,12/01/2009
FSP Technology Inc.,ECO 85+ 700,ATX12V & EPS12V,700,-,0.8435,0.8713,0.8476,Bronze,12/01/2009
FSP Technology Inc.,FSP700-80GHN(85),ATX12V,700,-,0.8435,0.8713,0.8476,Bronze,12/01/2009
FSP Technology Inc.,EVEREST 85PLUS 500,ATX12V,500,-,0.8541,0.873,0.8544,Bronze,12/01/2009
FSP Technology Inc.,FSP500-80GCM(85),ATX12V,500,-,0.8541,0.873,0.8544,Bronze,12/01/2009
FSP Technology Inc.,EPSILON 85PLUS 800,ATX12V,800,-,0.8521,0.8709,0.8405,Bronze,12/01/2009
FSP Technology Inc.,EPSILON 85PLUS 700,ATX12V,700,-,0.8435,0.8713,0.8476,Bronze,12/01/2009
FSP Technology Inc.,FSP800-80GLN(85),ATX12V & EPS12V,800,-,0.8521,0.8709,0.8405,Bronze,12/01/2009
Sparkle Power,SPI800ACHBB,ATX12V & EPS12V,800,-,0.8521,0.8709,0.8405,Bronze,12/01/2009
Sparkle Power,SPI700ACHBB,ATX12V & EPS12V,700,-,0.8435,0.8713,0.8476,Bronze,12/01/2009
Sparkle Power,SPM500ACHBB,ATX12V & EPS12V,500,-,0.8541,0.873,0.8544,Bronze,12/01/2009
"Sea Sonic Electronics Co., Ltd.",M12II-500W,ATX12V & EPS12V,500,-,0.8689,0.8549,0.8241,Bronze,10/01/2009
"Sea Sonic Electronics Co., Ltd.",S12II-500Bronze,ATX12V & EPS12V,500,-,0.8478,0.858,0.8275,Bronze,10/01/2009
"Sea Sonic Electronics Co., Ltd.",M12II-500Bronze,ATX12V & EPS12V,500,-,0.8689,0.8549,0.824,Bronze,10/01/2009
Jou Jye,BW-B430JL,ATX12V,430,-,0.8378,0.8533,0.8314,Bronze,09/01/2009
LDLC.com,LDLC-BG-400,ATX12V & EPS12V,430,-,0.8378,0.8533,0.8314,Bronze,09/01/2009
"Sea Sonic Electronics Co., Ltd.",S12II-380Bronze,ATX12V,380,-,0.8388,0.854,0.8285,Bronze,09/01/2009
"Sea Sonic Electronics Co., Ltd.",S12II-430Bronze,ATX12V & EPS12V,430,-,0.8378,0.8533,0.8314,Bronze,09/01/2009
"Sea Sonic Electronics Co., Ltd.",S12II-330Bronze,ATX12V,330,-,0.8312,0.8554,0.836,Bronze,09/01/2009
In Win,IP-P500CQ3-2,ATX12V,500,-,0.8294,0.848,0.817,Standard,09/01/2009
Tacens,Radix VII AG 800,ATX12V & EPS12V,800,-,0.8571,0.8883,0.8573,Silver,08/01/2009
FSP Technology Inc.,FSP800-90TSN,ATX12V & EPS12V,800,-,0.8571,0.8883,0.8573,Silver,08/01/2009
Sparkle Power,SPI800ACI5,ATX12V & EPS12V,800,-,0.8571,0.8883,0.8573,Silver,08/01/2009
Tacens,Radix VII AG 600,ATX12V,600,-,0.8573,0.8903,0.8744,Silver,07/01/2009
Sparkle Power,SPI225T8H8,TFX12V,225,-,0.8112,0.8415,0.8186,Standard,07/01/2009
3Y Power Technology,YM5301G,FLEX ATX1U,300,-,0.8247,0.8562,0.8406,Bronze,07/01/2009
FSP Technology Inc.,FSP225-60GHT,TFX12V,225,-,0.8112,0.8415,0.8186,Standard,07/01/2009
FSP Technology Inc.,FSP275-60GHT,TFX12V,275,-,0.8173,0.8461,0.8147,Standard,07/01/2009
BFG,LS-680,EPS12V,680,-,0.8362,0.8567,0.8161,Standard,07/01/2009
Sparkle Power,SPI600ACI5,ATX12V & EPS12V,600,-,0.8573,0.8903,0.8744,Silver,07/01/2009
FSP Technology Inc.,FSP600-90TSN,ATX12V & EPS12V,600,-,0.8573,0.8903,0.8744,Silver,07/01/2009
Maxcube,BLITZ0850,ATX12V & EPS12V,850,-,0.8152,0.8479,0.8166,Standard,06/01/2009
2 The Max,500PA-14,ATX12V,500,-,0.8411,0.8561,0.8143,Standard,06/01/2009
2 The Max,400PA-12,ATX12V,400,-,0.8251,0.8464,0.8143,Standard,06/01/2009
2 The Max,450PA-12,ATX12V,450,-,0.8388,0.8528,0.8173,Standard,06/01/2009
Maxcube,BLITZ0600,ATX12V & EPS12V,600,-,0.8403,0.8584,0.8146,Standard,06/01/2009
Tagan (MaxPoint),SP-SS650,ATX12V & EPS12V,650,-,0.8207,0.8501,0.8206,Bronze,05/01/2009
Super Flower,SF-800R14SE,EPS12V,800,-,0.8683,0.8859,0.8553,Silver,05/01/2009
Akasa,AK-PD030FG,ATX12V,300,-,0.8149,0.8487,0.8307,Standard,05/01/2009
Akasa,AK-PD035FG,ATX12V,350,-,0.8226,0.8502,0.8241,Bronze,05/01/2009
Xigmatek,Vector S850,ATX12V,850,-,0.8562,0.8912,0.8748,Silver,02/01/2009
PC Power and Cooling Inc.,SILENCER MKII 950,ATX12V,1000,-,0.8718,0.8961,0.8695,Silver,02/01/2009
SCYTHE,SPCR2-1000(P),ATX12V,1000,-,0.8718,0.8961,0.8695,Silver,02/01/2009
SCYTHE,SPCR2-850(P),ATX12V,850,-,0.8562,0.8912,0.8748,Silver,02/01/2009
Nesteq,ECS XS-850,ATX12V,850,-,0.8562,0.8912,0.8748,Silver,02/01/2009
Xilence,XP850.XQ,ATX12V,850,-,0.8562,0.8912,0.8748,Silver,02/01/2009
Xilence,XP1000.XQ,ATX12V,1000,-,0.8718,0.8961,0.8695,Silver,02/01/2009
Super Micro Computer Inc.,PWS-303-PQ,ATX12V,300,-,0.8395,0.8631,0.8279,Bronze,02/01/2009
"High Power Electric Co., Ltd.",HP-850-G14S(C)-SILVER,ATX12V,850,-,0.8562,0.8912,0.8748,Silver,02/01/2009
AcBel Polytech Inc.,PC8059,ATX12V,300,-,0.8163,0.8465,0.818,Standard,02/01/2009
"High Power Electric Co., Ltd.",HP-1000-G14S(C)-SILVER,ATX12V,1000,-,0.8718,0.8961,0.8695,Silver,02/01/2009
EVGA,450 BT,EPS12V,450,-,0.8322,0.8661,0.8562,Bronze,01/01/2009
Super Flower,SF-450P14HE,EPS12V,450,-,0.8322,0.8661,0.8562,Bronze,01/01/2009
Ikonik,IP-IK20A-AAAA,ATX12V & EPS12V,1200,-,0.8508,0.8714,0.8318,Bronze,23/12/2008
Ikonik,IP-IK00A-AAAA,ATX12V & EPS12V,1000,-,0.8358,0.8632,0.8307,Bronze,23/12/2008
Ikonik,IP-UK20A-AAAA,ATX12V & EPS12V,1200,-,0.8536,0.8713,0.8331,Bronze,23/12/2008
Ikonik,IP-UK00A-AAAA,ATX12V & EPS12V,1000,-,0.8412,0.8674,0.838,Bronze,23/12/2008
Enermax Technology Corporation,EES620AWT,ATX12V,620,-,0.8365,0.8515,0.8126,Standard,22/12/2008
Aerocool,RAVE 600W,ATX12V,600,-,0.8274,0.8422,0.7862,Standard,20/12/2008
Enermax Technology Corporation,EGX1250EWT,EPS12V,1250,-,0.8769,0.8867,0.8396,Bronze,10/12/2008
Enermax Technology Corporation,EGX1050EWT,EPS12V,1050,-,0.8457,0.8731,0.834,Bronze,10/12/2008
"Delta Electronics, Inc.",GPS-1000AB A,ATX12V,1000,-,0.8356,0.8482,0.8054,Standard,09/12/2008
ASUS,G-1000HA,ATX12V,1000,-,0.8354,0.8499,0.8055,Standard,08/12/2008
ASUS,G-850HA,ATX12V,850,-,0.8139,0.8515,0.81,Standard,08/12/2008
Seventeam,ST-250U1A,EPS1U,250,-,0.8303,0.861,0.8453,Bronze,08/12/2008
Seventeam,ST-300U1A,EPS1U,300,-,0.8117,0.8543,0.8437,Standard,08/12/2008
Channel Well Technology Co.,PUK-600V,ATX12V,600,-,0.8744,0.8969,0.8789,Silver,08/12/2008
"Delta Electronics, Inc.",TDPS-600CB G,CUSTOM,600,-,0.8027,0.8484,0.8153,Standard,05/12/2008
Dell,H1100EF-00,CUSTOM,1100,-,0.8712,0.8931,0.8566,Silver,05/12/2008
Thermaltake,SP-600AH2NCG SMART 600W GOLD,ATX12V,600,-,0.8847,0.9094,0.8943,Gold,04/12/2008
Skydigital,PS3-700 Gold,ATX12V,700,-,0.8912,0.9123,0.8871,Gold,04/12/2008
Powerex,REX-750ASH,EPS12V,750,-,0.8705,0.9022,0.8777,Gold,04/12/2008
Segotep,SG-700G,EPS12V,600,-,0.8847,0.9094,0.8943,Gold,04/12/2008
Chieftec,BPS-950C,ATX12V,950,-,0.8705,0.9001,0.8712,Gold,04/12/2008
"Dongguan Golden Field Industrial Co., Ltd(DG)",700ELG,ATX12V,600,-,0.8847,0.9094,0.8943,Gold,04/12/2008
Segotep,SG-850 AEG,ATX12V,750,-,0.8705,0.9022,0.8777,Gold,04/12/2008
Glacial Tech,GP-AX950AA,ATX12V,950,-,0.8705,0.9001,0.8712,Gold,04/12/2008
JSP-TECH (EZCool),JSP-700P14A,ATX12V,700,-,0.8912,0.9123,0.8871,Gold,04/12/2008
In Win,IRP-GOL600,ATX12V,600,-,0.8847,0.9094,0.8943,Gold,04/12/2008
Thermaltake,W0351 TP-950AH3NCS,ATX12V,950,-,0.8705,0.9001,0.8712,Gold,04/12/2008
Thermaltake,W0350 TP-750AH3NCS,ATX12V,750,-,0.8705,0.9022,0.8777,Gold,04/12/2008
Thermaltake,W0340 TP-700AH3NCG,ATX12V,700,-,0.8912,0.9123,0.8871,Gold,04/12/2008
Thermaltake,W0339 TP-600AH3NCG,ATX12V,600,-,0.8847,0.9094,0.8943,Gold,04/12/2008
Channel Well Technology Co.,DSG950V,ATX12V,950,-,0.8705,0.9001,0.8712,Gold,04/12/2008
Channel Well Technology Co.,PUK700V-G,ATX12V,700,-,0.8912,0.9123,0.8871,Gold,04/12/2008
Channel Well Technology Co.,DSG750V,ATX12V,750,-,0.8705,0.9022,0.8777,Gold,04/12/2008
Channel Well Technology Co.,PUK600V-G,ATX12V,600,-,0.8847,0.9094,0.8943,Gold,04/12/2008
Novatech,POWER STATION 1000 V2,ATX12V,1000,-,0.8468,0.8691,0.8417,Bronze,03/12/2008
Xigmatek,XTK-CB-1000M,ATX12V,1000,-,0.8468,0.8691,0.8417,Bronze,03/12/2008
AXP,AXP-1000K14XE,ATX12V,1000,-,0.8468,0.8691,0.8417,Bronze,03/12/2008
Hongli Fuxing Corp.,X550,ATX12V,550,-,0.8583,0.8989,0.8862,Silver,03/12/2008
SEED,HP-1000-G14S(C),ATX12V,1000,-,0.8468,0.8691,0.8417,Bronze,03/12/2008
Chieftec,APS-1000C,ATX12V,1000,-,0.8468,0.8691,0.8417,Bronze,03/12/2008
iCute Tech,AP-1050 BR,ATX12V,1000,-,0.8468,0.8691,0.8417,Bronze,03/12/2008
In Win,IRP-SIL550,ATX12V,550,-,0.8583,0.8989,0.8862,Silver,03/12/2008
Rosewill,RBR1000(-M),ATX12V,1000,-,0.8468,0.8691,0.8417,Bronze,03/12/2008
Thermaltake,W0349 TP-550AH3NCS,ATX12V,550,-,0.8583,0.8989,0.8862,Silver,03/12/2008
"High Power Electric Co., Ltd.",HP-1000-G14C Rev:A,ATX12V,1000,-,0.8468,0.8691,0.8417,Bronze,03/12/2008
Tiger Power,TFX-2581,TFX,250,-,0.8051,0.8395,0.8205,Standard,03/12/2008
Channel Well Technology Co.,DSG550V,ATX12V,550,-,0.8583,0.8989,0.8862,Silver,03/12/2008
Powerex,REX-1000AS,ATX12V,1000,-,0.8468,0.8691,0.8417,Bronze,03/12/2008
Aerocool,Cylon 500W,ATX12V,500,-,0.8466,0.8606,0.8289,Bronze,02/12/2008
